User ID,Number of friends,College Education
KTZFRR6I-QG6Q-NL14-JKEQ-WF1MDHG2UN3I,126,Yes
IK7E10C1-QSNC-N15U-BPP3-RII12F262AOJ,89,No
1M0GG9M9-PU27-KZIW-BW44-RDBKR918LXUY,99,No
JQK5HNO7-647Y-3BNR-IB7Q-97W8CN7V49I1,119,Yes
ZDKZ2SJ1-ZGEK-OVT3-7DPN-NAU2AQCEBNAY,102,No
MZZF43R7-FO70-PKWV-JZX2-SBI8CSWF973D,112,Yes
WC7J6EU4-3PB6-PPG5-8K1M-XZ6MVW6V662P,136,Yes
QNHQJJU2-AKFP-B9B2-UI35-UXCW69U9NCU0,17,Yes
IYMMZU3V-5LGI-JCBP-6D0R-N7V2STB1J94Y,100,Yes
VJG95870-5BV8-F1OZ-CFGM-R33V7R8VP0XK,165,Unknown
IKURD2KZ-R5AE-LVBR-FOKD-KXLF7A5A0F8A,95,No
5GLYTBS6-NWA6-UF3B-0X31-0OYF0IVTQ0SP,102,No
HLOEBV6F-PY7O-PTTK-ZL46-P5ZH6P7W0M3S,102,Yes
2QJHFL4Q-JS7Y-O7JB-W3ZL-OVS551U10XVL,140,Yes
0BNSL0T4-FAON-O7A3-8TIL-WCDGN95CFF1D,166,Yes
NDIMLL0Y-ZMX7-FM70-VZFV-E9KCD1HNHHP5,102,No
CMFV2S0E-GE3V-O6FX-LB8J-551MTP35BZ47,85,Yes
TQTPIQ59-2R8H-ZCLT-095E-DH2JBZ1W447T,107,Yes
S2ZF6NE7-P2WB-UYX1-D63N-1RNPEMQSD987,118,Unknown
3MDBBYOS-YA2H-JYAH-V769-1JQY7YAE22XW,79,Unknown
6W795R2A-3DKO-ZK1D-2PUI-8D69SMMEOMC3,86,No
4C5JCNN3-T6RQ-GIVW-KVRF-6E3QRJH1SJ1E,91,No
K5JDIRH1-YP8D-KLZX-YWK1-8LJ3AEW5BPCA,63,Unknown
82RAYWDO-JMMB-FX8O-4HD4-NBPMQQJIQLVQ,129,Unknown
92NHEMAE-KXY2-8EGT-B2YZ-P2Q7PPU6CVSR,83,No
OQ8V43LV-MFP6-OQK8-2457-Z1QK17C4KVVT,46,Unknown
F8G9QCKF-EHSN-Q8QQ-W70G-E5LJ5W3OGF8M,81,Unknown
T3UDSZL7-32SX-DFRR-9DUJ-NE01G1BTOZ28,72,Yes
QVF8F39G-YVEG-P3FI-RQR6-XNWRDB34N3IS,159,Yes
HLLDKFZB-PK6D-Y2O6-ZUNT-KK0HESGK2N3U,0,No
UFXPHAC0-R9AI-BSV7-ESJC-S2N4E2OOANBU,99,No
INES13M6-GFTY-H8G5-6QMJ-T6V8W7TT58JR,85,No
3UCFKKF3-5KUN-QOMM-96LE-4I33EIF8X5S5,124,No
8QHGSTYK-RTWB-IHFD-00L8-IDGKZWXOUWDE,0,Yes
SVC8U080-MZ1L-MZSF-J1I0-11QWT2WCFK9B,142,Yes
NSZ5L8VR-KRHS-698Z-6Y3B-JEL069REPM29,148,Yes
M2A0A1WC-TSN5-6GUQ-FQIH-OBDIBEUGNKBJ,83,Unknown
56LOQ2KV-ZUT2-Q6P1-2A2R-BZ2PEE4K2NON,80,Yes
FTPE7NNW-S363-99RV-OTWQ-31LI3S9FXER2,107,Yes
TXI1O4B5-9OWC-PB6P-YA3W-TLAKM1DBQV5G,97,No
Y3UFN3H7-BYKY-SCK2-DPL1-60HSWI0JZJWV,82,No
XYMDFQTV-CWNQ-LU5O-L9Y7-RRESBWR970D6,94,No
I7XZL3JT-TGZD-98WX-JQ2H-WTOXR06GSYDA,0,Yes
C5J9XPYJ-7SF6-KZT8-T2ZC-GF9CBIZE18LK,85,No
H5HTF3JY-OPMI-GUZJ-67EK-8N09ELUQ64M5,112,Yes
5BXP0N4Q-ZURO-VYZ5-STCZ-3O83138JJPP4,0,Unknown
12ELL0CY-LLZX-PWL6-HEVN-6EKV3HRVE665,142,No
OL1ZQFKL-WNQ9-C0JC-JGSP-HZHVUBOYIZKB,141,Yes
2PF8I4L9-FIH0-RDFL-QOC8-2O7NQC9ZBQ5W,112,Yes
AXAJEN2X-K5BR-1ZMJ-XXGE-EUUSEI94HF3Q,111,No
1T18OXQR-FG5Q-25Y7-T3QQ-W9DDI6PNF4L7,121,Unknown
HJUQRQZ1-YFT5-9HIA-EA6B-5RFS7V5CGSGW,86,Yes
5DT05ECV-TSVG-RDKN-79JC-J3L00Q7J33MV,0,No
MCM0QZVP-ZTFJ-BX56-HYKH-YIJJTLFCUCOX,121,Unknown
ZEY3MFDK-E1N0-HAEM-E4RM-V5OWPMWNQHDO,84,No
U6BVDPGE-O7N5-LZXS-HOTV-ZZ8JMGD16YY5,111,Yes
G1TM82KB-U073-5YRM-TZKP-VSS2S7IKKML4,102,Yes
29IXJORY-LQGI-4X3A-MNLP-KTQEC0IV4KL6,0,Yes
HICJMW10-80XB-CQ50-9L98-XY004FJV8ZY4,109,Yes
DFTH4JAC-8KX7-KLKU-0ZU8-LWLDFNOWO9ZG,0,Yes
OGVR74CQ-JV4W-2CMB-FHHF-TMXKB69ZIW3M,106,No
C55CLCLX-5KE4-O5XZ-2YLJ-BDG3ONZVZWTL,113,No
8W7QRFWU-6HT3-9E6L-CR8U-4Q4RK364DHBZ,0,No
WEFOHURW-NMPP-D5Q1-2BE5-IEKLB2ANBAJC,129,Yes
NQTKRY05-6Z4U-ZK9P-FP9I-SBOGKEHULYA9,110,Yes
A025Y85G-MOH0-KL36-49WC-OYZF3WBVFB3I,0,Unknown
8R7VFUBK-5Q2S-IOJC-6LJ3-EH7U6NGQMLYA,150,Yes
P3U24D4X-03PA-ID8B-SB7K-YABNDHDLEKJU,166,No
KZPCL5AR-IAUU-ET54-H31O-Q3J30WC0M3LH,111,No
TOUK5418-VGBT-4LWQ-J3W7-XLM3CSWF4O6W,155,No
4NJ666PM-7OP0-2IIJ-JDPA-65WWFH5FNLEZ,167,No
IEJOK5HW-3Q0A-A4ZG-XNSH-LPJ00NCAETQQ,117,Yes
7KSEZXZP-CCWF-TC3P-C9PI-VVWP9QINHVHB,0,Unknown
WR92ERFA-THVH-TYS4-QTRT-F72QD808BKZD,114,Yes
AXMEKFGM-OMQ6-66G5-NV9O-BKF5PCAJH1G5,97,Yes
04YWECY5-FX5X-GAFZ-BVPB-JWGRWILM5ELS,103,Yes
1GC1DAYF-E3A9-YRV1-BWR6-ZD8568NUG655,98,Yes
KPPC87Z4-GQCH-61V5-JCXW-B8C0NUCJHWEL,138,Yes
L3VR1SNM-1Q1K-V2DS-W2FF-V5HXY2T9XQSS,166,Unknown
QP79SHN6-SP31-LTGX-9XV7-HUBZSM8FZAXH,91,No
0PQ9NC8Y-LI6O-GGYC-FVHA-GSKIVQ5L3FVD,97,Yes
NT6MX7AW-JDWP-IUVU-K1OD-9MA627VJ0P9L,0,No
4LZH135X-8V7B-4WFD-9V2Z-YSAWW6LYEE5C,94,No
D19D5AOY-LOAZ-XLDS-AT25-NC67L4IGKBDO,0,No
NLZT8YW4-JWLF-LBZ3-I7GI-922BXOMPB06L,102,Yes
WSPBDB3S-44J9-S04X-46XS-ZYBNXTUEK9O8,92,Yes
B2MYRG20-0ZKF-9O0W-E6W1-H9DAYPTIF8P9,155,Unknown
NTFHB2Q7-QUSE-0WCC-VSWP-VYKRSRQECKNC,159,Yes
R8Y1QXNN-UH41-S7ID-BH9N-61J8OJAFV6LE,119,Yes
1FHPBVEO-SFDL-O1HH-JIJ3-NMEL8OLBVWEG,89,Yes
XAN13D1X-8TIB-6FDY-YDP3-7ZX2H2IFQ274,85,No
QHN564YE-Q12O-RPR5-PFLU-1WPLDPRTZDRO,0,Unknown
HC50QODM-ZQDU-UVFR-1TUV-ENBEMHX5GUBB,97,No
4BLRJ03O-PNH4-GGKZ-IVU6-VICHEP2CJQQJ,150,Yes
D6U1FL5Y-5WGF-AG9Y-3V2J-N90KF3K06QX4,81,No
JJ46Y2LK-HS8Q-2GAG-39IH-8PW3JZR8RLQM,166,Unknown
8R4PBJJ0-16BO-1PUA-6PLY-FNJEF6K6NZ3T,96,Yes
MEYCYZNC-6BYD-Y0WG-XQKS-H663AOK7KKTG,0,Unknown
8VG2R1KV-UPXQ-CGQK-YIBT-G31MJQWA59V8,126,Yes
68MNAIVD-ZQDY-TDD9-QDH9-2A9HB6H565G6,152,Unknown
KPPZ8UXE-KWE0-TB4B-3ADB-JFZE8G66PIWD,81,Yes
CXTM1TDU-BRB6-ANBS-615I-4J0CX2WTKRMA,100,No
BQG7W4JY-DMBZ-BYG6-Y52T-IVU118YBNXT3,94,Yes
SNBUATIC-W89K-P1SA-2SJE-9OIJ7361HHPQ,106,Yes
OQ6NK1YT-L3C7-OMP2-PG7O-4SHH43MBCSA6,87,No
TP4D9J20-HGBY-ZFH0-0KI0-537G71O42L6J,147,Yes
K0XJSRGG-9VPV-FF0I-W8YN-Q50U3ZKO476A,113,No
BH78JJFI-H7QJ-HCES-FOZK-CEDZYTI7NY5A,76,No
QPBCBVL1-74O4-QO4W-GEXP-IEKQL46TQJZV,149,No
AXS86VVZ-U1B7-98WE-2EDF-JSGKOV3EIJ56,95,No
DLE4F328-4Y4F-IJFN-9XBH-P5NUU517KC2T,134,Unknown
42GMHA5F-WZ8T-AV7N-40IG-QVVEKO0AVXSS,0,Yes
KOR0GZLE-I0GI-U7P6-38AK-I0GZ8B5YTNZX,156,No
F7QV7QY8-1EQQ-LKRI-34F7-PJBI6DXDRT9F,0,Yes
3BLGK5B7-2ISN-EWWJ-HW95-UL9J7O72GA30,86,Yes
C753VKKR-EZBZ-IRZR-35DJ-B7RHKDXNLRUU,0,Yes
6A5ULT0S-3SW0-PGPQ-9NZG-O4BM4Z5VXB9V,0,No
RZ4YVVI3-IFDL-R7OQ-0HP2-JVXG5I2T9LJS,107,Yes
TMHFYFN3-0IVQ-XF6X-UUKA-WNEKA3BI636A,118,Unknown
4GUAX88I-VJW4-HS2H-6L27-YBY9NGNXRWB9,88,No
RRET7X6P-QADB-A4PU-O5GU-CFN4AXH2AU4U,57,Unknown
SQZ6LBBQ-UBRJ-1I70-L0JX-6YQ4RPGSKC9X,149,Unknown
WSUPRN0E-ETYW-GVUD-57RC-W2600LA137D3,96,Yes
MIAD6ZEF-I2UL-SS2X-T0EH-7C9GSA7OBCCT,108,No
9NZGCHVG-3T8F-IZ7D-IFZE-P8HB5LIYJ7CB,0,No
DBHJ9TS8-2CMI-4MXR-54DM-DGMD5WACYRM2,92,No
Z8HNMT7T-486Q-6GE2-6MAZ-KLVOJ0SWE825,108,No
48BU732X-IR2Q-NIBA-BUVX-O569LH8THRAU,85,Unknown
OPEJZDRJ-NUWO-CPEO-T6JK-HYPBASRMEDQL,103,No
0EUKEDNL-HBZ5-BVPI-C6HB-UNPZN7RUKQQY,0,Yes
O3RC16BT-87IQ-MA8J-RPVN-UEJ5BEAQ75ND,125,No
176GP3F7-3RUX-O9X3-4B8X-VTXG8KKRVUKV,152,Yes
XUXLGUR2-XTOM-5PEJ-GFRC-1WON53ZFPW3I,80,No
USHM9N80-YH15-MW58-6X0F-IUOBIFJ8VYXM,,
CLKQUZL4-V88O-O48D-GFT6-Z6YKASC97TY0,0,Yes
6CCC3SEX-ZRBI-5IWL-4WWF-TN7202HB0L3G,112,No
Y9BPRV11-5QNU-G0QS-G2BI-CJG222EVUISD,160,Unknown
IH5SDZ67-7RQS-0LOD-3CZF-DWAXBELUCJ4W,141,No
QN5Q1B5L-W5V8-D4O6-80MJ-6YLKCH9ZKUPK,134,Unknown
QSYMUFXC-TKC6-W9CO-F4R1-5B29GIJHTIQR,0,Yes
0W6R7ZZO-817I-MBEU-E8HF-H0D16MP9QB33,149,Unknown
6IW74CMD-X9JJ-WPPM-P4FC-LMOPD2HQLBIO,0,Yes
VCO39G5T-8MF8-3434-MYN6-U475M427G5UG,77,No
7XF0GXT1-W6U2-WRY8-5WL5-UN5ZU36IMS7P,93,No
W8AA22KO-LSEC-V7Z5-S38H-AF9EBN9DJAML,0,No
3AMG7ACD-CZ3U-G2P8-VX0O-0MMGHN4M4CRT,142,No
1C3D5H97-N97A-OE5Z-QDVN-0I2IN6Y0B91N,114,Yes
1YRV5OE9-AUQE-37R8-U8K1-WHIOWX60NAQL,49,Unknown
DHISNK52-B7M7-4Q8N-VQ1B-AV34VFG9WMI0,85,Yes
P6QG80MQ-WP55-AGG9-AXYL-8VNR87BF0LF4,125,Yes
E71KT2TR-CFI2-2NDV-58RM-W3BPEPIZGGMA,91,Yes
IDI2CBQP-LFU1-3AP2-MOHQ-SUAP0O4LN8QM,166,No
NCKKH913-F67M-5ECY-3ZER-NLQF02BGNN0K,91,Yes
LNPW6GF4-ANAX-35KO-8KZS-ZG6RE01PA4L4,169,No
486VHFUV-NC3L-ZMQT-Q202-PV2PJHF3QWFT,91,No
6XXLY9SP-U4ZO-A1RX-1GUQ-ICNPZZCM4NLD,54,Unknown
IOS72LU0-QK8S-RI16-D5OV-T1ZEQ7PAV34A,114,Yes
FVI1IDJW-MH5K-ZXEK-6M49-SPV96JZB63I1,0,Unknown
L31DWADH-5MKL-S5GH-VT6C-DY7MNN0INFNG,82,Unknown
A28IIG5T-LX2H-0PQS-7VAN-MYZM7M5DJ0L2,40,Unknown
B3WS4MGX-CYH8-MLVM-6N6N-8LQ11BS5NXDO,113,Yes
SL79XE32-WGOU-BHJ6-PIR2-AVD9YMAEFNLE,0,Yes
R3VF9GVR-F6J3-5V4H-TF1A-U0LR21N15IJM,126,No
5FXAE7W1-7EF2-EIHG-O9DP-KD22M7HBKX5U,0,No
AMLQ9HIH-3RR5-2AQ5-7DI8-2PLQP5HAKIOH,121,Yes
W6OSCI7P-GUEO-8VQ8-073A-GV7T1P12VOLL,98,Yes
0FITBIL2-DPB9-URI8-DU9J-OVEIHXMTKHKA,95,No
MSY4LPGH-5AM4-YKRY-UZ4G-V2E93RDOWCF8,96,Unknown
LB030FZN-TUVE-NC86-LA16-QIK4HG5YZG77,120,Yes
ONFCUQ8E-THGB-Y1SW-5EKX-X99LMNF9R9YL,130,No
DQHRAG9U-LHDU-6E6A-TOGD-0PRAK42D5YMF,94,Yes
17830449-U2R3-NFP8-8XT8-539Q96OJB9XZ,133,Yes
FEUS4LRU-MQ2B-DQD8-FDFS-SASLJCYGBL70,91,No
NVTBL039-9ZI8-O4E6-JWXT-ZE7WIJTY3KE6,74,Yes
N9W66OWA-AOX1-I60J-PEMT-Y2NFMEHRELOE,0,Unknown
62AY2LVC-GJO3-HYUK-0G46-GWN5NLAH2OJ1,91,No
ML1B7KJM-IC6C-ZU1A-T5SI-H8L9SEBMH9Y2,51,Unknown
CH7AR4CH-J71G-74CL-YF68-842D3H433RUT,99,Yes
92KSKP3W-9B0P-1211-FMNL-ATTKYI40L5WJ,97,Yes
LPTM316L-NXQ3-4RT2-5RGC-34866PKJODE0,137,Yes
W5A1ZCDQ-LUVX-MWI8-0PDP-UHHBXBTVCLEM,123,Yes
H3F1ERPB-QQ36-SR9F-SQ8S-O00TF0UVDDXI,0,No
0IMPBX7P-ODJ9-8IYS-VEVH-1MGZTWF0SO1X,92,No
6HPAHLTR-1WN3-GD5N-82KO-WREFGZ53IRYP,114,No
FQOU6CZI-USY1-RZF3-BRI4-KI5UQO46ZHIA,98,Yes
HL9FYQ78-E4LV-RL93-HJ5H-0R7P0R5IHBKX,95,Yes
S87JLC7C-OW2D-2U0T-8I6P-YHDDUBDS3E37,0,No
MS9ALPTV-QQO8-UR4O-PF9K-R24EKIRI8TVX,89,No
FBZHL94Y-M5PF-9BOM-7HQH-QANCHHXTGTRM,101,Yes
YSS0YR9D-NLGB-VKMW-50DK-IBI5ST40N31R,164,Yes
48PN3M7Y-S07E-UUF4-AIFF-5NP8AR1TAHWS,0,Unknown
YRUQVM16-1MHU-DDPK-YNSV-7AR04NT6UTAG,163,Yes
RMGBHL3E-3RLK-ZZLE-KSJ1-M7H45YSNZMAU,165,Yes
9H1YCDG1-8O1V-YTOH-Q0I9-JRL5SNU041QM,80,Yes
QC0Z92CE-AEZ0-CDS3-J56E-F36F0LNF6M21,107,No
1QC3F3VK-GB6T-XJ10-WZHM-SV0RF9KAYZQ5,0,Unknown
8KEISCVA-GKX2-9SD2-L0VX-NFVM3XNX6F66,126,No
GZSUYT6L-O4XX-FY4K-7ZEA-KB67OB8NCHKH,83,Yes
EBBCHERO-LS0M-FLLQ-2YIS-32L6VHMD3VRU,117,No
Y20GG86P-893J-LGWM-8COE-OWVYVWWKGG0V,138,No
AXZJVG1H-OB0I-PM7B-8JN8-WERY474ZJGFO,143,Yes
8BW4MX4V-SR8E-I4SS-Q7IQ-WZ5UJD81DW7K,96,Unknown
8D12IW6A-SRJQ-EIKB-X8NV-FIO6NY2HIC7F,52,Unknown
5ON3NLL7-2P5Q-Q1RE-H3E2-TQRZW3THPWK3,66,Yes
YT9R58JI-QWKZ-YSYO-E21U-BPUKQPR8ZV09,89,Yes
IUI4Q3SZ-NV8G-8Z0L-PSS9-QQSHGK0GIHF6,84,Yes
GMKG8OV8-CVPV-AHH2-GSFO-0NXSHBEH7CTG,169,Unknown
TH8Z9LUA-AD9C-B7BF-C4VC-VX5RKD5SRIXV,110,Unknown
KL5H6PJS-ZY6U-X5WM-QUGQ-M75J77Z2J8CM,85,No
UZL5Z2QA-IA7U-DLG8-K5A1-TWV5KL7AJF74,55,Unknown
N8BN1Q4J-ZB3X-8EQN-JZ8R-59T3OPHAXDID,0,No
SXARW01C-BZYF-SJPQ-2I84-6IXV048JGEU3,0,Unknown
RZUOYGZ9-FHWQ-CSO9-2HZT-E427994ALODP,109,Yes
GCLQ7JK4-AARC-54ST-3NV3-IJXRAI64HIP0,102,Yes
NZ7RL0R5-PG4Y-C5N0-EKYR-60EN973RNIB4,0,Yes
5F2VS1K1-GGFJ-V773-UTF8-R2KT3W0JG08V,81,No
5VRD5KC9-WPXS-CIL2-NJJL-IY6X6RUNVUIC,142,Yes
I5Q3LJBM-SMC3-QI22-LOS5-377SJMYXO2IC,0,No
6TO9JS7Y-WH9L-DCYP-GNJ6-MMN51WORGNC0,85,Unknown
MK86TCQO-QXRT-R0FH-SUTV-3BR2XB6272EQ,46,Unknown
RYDL64L2-3VBC-YV8D-3NBH-31HTWVG3OFBG,91,No
R9L1U40X-2GAL-LT3B-0NBJ-YZUM0983421H,0,No
XZB8G2XY-ZXCJ-850Y-2SHF-V1514G9BA23L,0,Unknown
L127A3QV-1HIR-Z04Q-3EE2-KWJUJAK1LUSJ,138,Yes
TEYKWECS-6SE2-8FKL-WEWZ-Q1092RJ0B51L,117,Yes
4XCO1ZC8-GRPV-4GFJ-15M9-3CCM5V1AKG1E,146,No
GVH226FX-2OJQ-VCSU-Z7NI-LDKB7DVTEBC1,128,Yes
JNC9JPWF-DTMK-CLB5-EYSH-VELYHDRUP731,111,No
UWTIVW6E-X2OH-4TOG-T16P-QOPBIZIDCWQU,146,Yes
MSRRXDES-8DXH-IYTE-AY6K-4UNYSKUJHEZH,98,No
4TK2ECBT-JWBM-TMW4-08LK-8NMET1JRJP1U,117,No
G1D7AK30-JUFM-ZKKP-4JKC-MCMK2Q9XBDHX,153,Yes
V6CKSKD9-7DMS-PZY1-LVUT-RVYA6ERXYNQA,90,Unknown
47OXTR89-DCC4-3M2K-P823-2F6EGK5RMGCW,77,No
42THR71D-0J25-GX7K-8YZV-FO9B66XIYJ7I,84,Yes
V5XM4NBZ-R4DC-AJFB-5443-HEOA0BQ29A6X,106,Unknown
B9UY5A19-R6MP-G7AA-3JQO-OSQS82XHYEEW,153,Yes
IFPK6XMS-GCE5-83S1-G9Y5-2K9ICMIQWYQM,0,Yes
7DBJWRVV-ASWG-GC1D-D98Q-SSWG9Y0R60LD,106,Yes
I48JVKZR-IIKR-HR3J-375R-WDDI6GZ2CBUM,104,No
51ORGCHB-DZDL-8UDU-VAQA-E284J6L2PZOD,94,Yes
7AL0VOGU-XH90-HY2V-1ZFP-JQWCRXI3E9XH,42,Unknown
7I2HM0H8-CVIH-RU2J-Y28B-295X0QOHEX06,97,No
VJ9D7G41-DSIR-UCED-9DI7-GE4UMAJOPC9O,96,Unknown
FZR8XEV2-HBZP-2CS4-1AU2-RDNOHDYMO28I,136,No
X4T5SC0L-PC1Y-203G-25NG-61ATO77FHO4M,103,Yes
DMYJNLNX-IX4A-SMOG-K6NF-E8ER5ZZLITFB,102,No
1IP1Z9E9-RWUH-YM3I-OOOB-7KYCDS6ZOGQ2,109,Yes
VY2L08QZ-72U0-LVE5-MEPX-YT8S244T8V1S,159,No
1RWI1U86-UFPO-HS20-MGYI-N3MVLG844HWG,101,Yes
LHFLOYA8-JNVL-7SV3-QSC2-XG31ALNAPRHZ,0,No
3G7BCA53-S121-VF4M-OMH0-QMKYDUETD3HP,84,Yes
Z3OKQ0MV-BA62-EBN7-KSFH-27LYL7ONAIJ6,98,Yes
4Z3MEUYS-54KF-W2PK-GZ2E-FPK8HGHZDE5T,116,Yes
YA4ARBWY-WA81-KPYE-CUI3-PB6VLN6F3JHS,98,No
KVBJXHO3-RD9D-AAYB-3X53-BLOHR4KG78R3,102,No
54SSBYYF-43L0-XJ0C-VNTR-KFDB2CDFEORN,0,Yes
1DMS1JJD-2Y93-B9WL-I7HW-YGQ8L4D0ZBEQ,0,Yes
TT7SU38I-HY5W-ON0L-U7SM-WSCX80QSF91Y,98,Yes
DHFIZXIS-MQ0M-K8QM-4279-P0EGYM021HJY,156,Yes
EU8C9ARZ-15UL-EIC2-L0YJ-VYAIU9AHHBMX,55,Unknown
IC9HI0EN-V1W7-KT9R-XM0N-44PXP9BDMV5S,146,No
EAHDLQXV-SZH3-A2P6-FGZU-8QF4ZJ9T4YZW,86,No
YIY6DU2S-8LPB-NRV0-C8LR-P4IKG3LLKBRT,0,No
SUNEYTCT-80T6-QE2I-PH41-M1H1AIRH6GSQ,95,No
T4KN8V7Q-W87F-2DRQ-MMML-BQSC6ATXXB9W,0,Unknown
1Q47R3WK-ONMV-O6U3-WP5B-7GC60HXSXHYY,60,Unknown
N91Q38AY-VZ6V-3B0J-3Z9V-87GSCRN8T976,98,Yes
LAG12AMD-D4JB-UZHU-G7UG-1HV8J7X6XAVD,105,No
I7J3V6Y2-0A5P-1BKD-R37K-VHR01ESV28B4,99,Yes
LMXMC6DT-INVZ-RC5L-IR6O-RSOQI18RNC3M,59,Unknown
5OJ4JQKI-6FKI-BLP5-CGL6-D8WRLNFA74AO,135,No
WXM4G1BZ-AJ08-WRMD-39TP-G8519ZI4DWZ2,138,Unknown
XPHQH7LS-JCXV-Y4CP-6953-YIGFQPI5GP6R,0,Yes
YDU1MHPX-L9UH-LX2P-7TFD-A8BIVCKFS4XF,106,No
4QLN1T2M-R1Y7-OVJT-YXF4-M2DLSDR80G22,118,Unknown
452CULDF-0MCK-XT6W-4XFD-C7MTQSDLUC32,109,Yes
Q1TEEZFP-GX2I-P5ER-KJVX-TOD1811IN60B,99,No
B8BG2F0X-IVEK-IBDZ-Y8IJ-9HPZ400K2M48,118,Yes
9K9TZLG6-TYYY-L3TY-16K0-34BQT5CIM3X3,131,Yes
NM713EBS-943W-LT09-EJRO-4OKWH4V1QU32,122,No
S9S4PH3D-O93N-OZAY-ZJ8T-JXKTN7XRNJ6E,101,Yes
GY28HMFN-5NVQ-XFL6-HJCC-EZ7DJXJFVBRO,101,Yes
2KMKCY8L-6GZ6-SLXB-419C-4JOLT531GJ3J,0,Yes
KU6I9LS1-5MQM-UM38-9RRO-N81J4FJY47AT,90,No
THU66T95-HZIS-09C4-B2CG-GVJ2MM7TBVNL,127,Unknown
UB6F7P97-HBC2-EWL3-H3W9-111MSG5Q1D55,148,No
E4NFHTVW-I4IG-IU8R-OBV4-W4WL5CIY7ITT,0,Unknown
ZJTWMVEB-GKWV-GITU-S9XM-AA5UEY0CLJOE,144,Yes
GN6R3T1K-2IXY-R982-MACV-48CHVY21ENQO,0,No
NCLWINPC-C4SB-DPXJ-APXJ-VJFNVN7HFLHM,99,Yes
X5L8FW1Q-5PB7-ON9B-WT8H-V00WW8S8WA8Y,106,No
44PL9ZDU-NW1N-RVK8-KKCN-3S6BLFNUN6VY,38,Unknown
0U449HH2-BF5P-HGFF-72E6-RRA6OLLPQ9GA,86,Unknown
1C330Q1T-K89C-9WR2-4EES-2MGU09D6XC7U,95,Yes
7YLDR3P6-C898-6ZZW-AGLV-603LULE7GGE0,97,Yes
Q0SG634H-UL94-OTP4-NRQC-V0DK5O92335X,132,No
HYQRSI2Q-OCHN-TSW8-HNF1-2PFPJ3UM0CM9,106,Yes
7J42TEDL-77KZ-CLIP-EMUB-I2LTDAC49TTQ,148,No
K9GHLO2F-8LOC-RSDS-8CUK-8XBQK9KTA5OZ,0,Yes
U0MZDG0W-BL1U-2H25-IADB-LYI6G32HB53T,126,Yes
KTDN0D4H-0CTK-CYAA-CP1A-KEB4R8A3LWFL,119,No
ZPB90U0P-EGHY-DDTF-7L03-Q0U8FLL1J1E5,0,Yes
1YPVHMO5-N9NI-EU62-XXYQ-0D9FEPSOQS7F,0,Yes
29WR8NAS-BPVA-Q0TO-Z8QH-CXP4968MEXQU,114,Unknown
9JX6HY2L-BC4U-HULU-SON3-E1RHRK26SRPH,95,No
9W1C1ECL-9BNY-L7ZI-LJEI-IIPCTMINZ9JF,120,No
OHF2TR7Y-RSEN-K6AN-UYBH-634SKMMMGK67,125,Unknown
130MCJ6E-BFEK-6951-8U3Z-ULZ33PYXFQU4,106,No
T5F09X8W-2TYI-VTAG-8J7O-EGSQTOIREXVC,0,No
I62DHNKH-TC9L-37IW-YA0N-43WA4NFNX0HH,89,No
EC9P7AO8-GI55-9M7H-GDKT-83UVFUZE3P5G,141,Unknown
4RRDIXJ6-96WT-JMRT-KTJE-SKY0D9GS2H5S,97,Yes
XU5PS16D-DR4G-94GL-EMY8-2I93VAVL281C,0,Yes
HIGIWJQL-QW90-PCQP-6CYV-0554HJE5UGY7,75,No
YELXRJDA-H1HR-ZHYT-U4S5-M4UFO74WG8DE,121,Yes
X6CR92K3-QWN1-KZF6-U8JC-REDAP2985UKM,91,Unknown
XZ9XX2XT-UA13-U79R-XMKW-0SJFMO3D0OQ8,86,Yes
GMZOHQR1-2PCC-H9X4-8QFD-IXZ0ARACWPPA,99,No
UUH2P4Q3-NEAN-AIX4-1P70-2CE5DL5954PQ,109,Unknown
8YYYFXJ2-URQV-YSR7-EZHY-EKXHDH016CYM,144,No
OZXO246Z-KDZP-APRK-WF1N-SXWXUIV9Y485,122,Yes
8J3K9XQP-PSHJ-LUSR-UE8M-X6KRAE42YAOT,157,Yes
MEYOGZ34-ZCJM-6D7E-ZXTT-PX7T27EEP1P0,107,Yes
S3AI6E8B-3COZ-A24A-I1UX-ZOW4Z2VDQZ0R,93,No
XUDM0WAH-POZI-VI4R-DXZH-401WBNYEILXX,94,Yes
ILGO04I3-F9HK-BYMT-32FU-XNW9JLS5W75J,0,No
PBVOVK1J-3UR0-M9QC-EMC1-IZUN140XPNVQ,0,Yes
HG0WZZNZ-9P9B-LTDC-AZ6V-5QJFSR7CDG4K,0,No
0F6XUT1N-J0GV-TPAV-CDP4-P23M37IC0W9M,138,No
JEWKWPBY-651X-X6UN-BJ5T-JIORZHCQWVGJ,102,No
QCRXVSKV-R5UN-RDO9-KAZ9-87NXZ4I8PAD7,146,Yes
NLERM1NX-41S3-RQ14-UHMG-VBOWL7XT3H41,119,No
RFUA0PP0-85MO-CI4D-GCFD-JQEV7LYLCDEQ,103,No
7LWYQTEB-2846-T6MS-ULLS-A0EA9D5YCTFK,94,Unknown
1PPXCDK9-LUMA-ASOV-OBUK-5MT4YK49OZ9U,122,Yes
F0YBQBCX-K092-YKRN-R1NI-JHDVT97CUWOV,83,No
